Codes,Returns,KODEX's Returns at same time,S&P's Return
12,-0.52,-0.03,-0.05
12,-0.13,0.13,0.21
12,0.48,0.52,0.43
12,-0.61,0.42,-0.03
12,-0.52,-0.03,-0.19
12,0.22,-0.5,0.05
12,0.57,-0.23,0.46
12,-0.78,0.33,0.17
12,0.7,-1.95,-0.49
12,-0.09,0,0.15
12,0.13,0.89,0.17
12,0.22,0.27,-0.14
12,0.43,-1.78,0.05
12,-0.35,0.53,0.03
12,0.26,0.06,0.02
12,-0.17,-0.16,0
12,0.87,-1.26,-0.22
12,0.6,-0.47,-0.09
12,0.04,-1.83,-1.23
12,-0.21,0.89,0.33
12,0.13,0.61,0.71
12,-0.38,0.57,0.05
12,0.34,-0.1,-1.13
12,-0.13,-0.11,-0.62
12,-0.47,0.34,0.33
12,-0.17,0.06,0.92
12,-0.39,0.47,-0.36
12,0.13,0.06,-0.16
12,-0.73,-0.58,-0.09
12,0.44,-0.26,-0.03
12,-0.09,0.37,0.66
12,0.26,-0.61,0.4
12,-0.39,0,0.31
12,0.87,-1.12,0.32
12,-0.13,-0.1,-0.27
12,0.35,-0.21,-0.46
12,-0.52,1.25,0.1
12,-0.13,0.07,0.03
12,0.39,0.91,0.46
12,-0.26,0.08,0.51
12,-0.04,0.05,0.34
12,0.39,0.39,0.02
12,-0.09,0.56,-0.12
12,-0.43,1.61,0.47
12,0.39,-0.05,0.03
12,-0.26,-0.06,-0.1
12,0.43,0.08,0.07
12,0.3,-0.64,-0.2
12,-0.39,-0.09,-0.02
12,0.39,-0.51,-0.08
12,0.3,-0.21,0.07
12,0.81,0.11,0.46
12,-0.25,0.78,0.07
12,-0.81,1.81,1.51
12,-0.13,1.05,0.1
12,-0.13,0.64,0.08
12,-0.39,-0.12,-0.03
12,-0.17,0.09,0.02
12,0.43,0.21,0.28
12,-0.17,-0.06,-0.02
12,0.13,-0.4,-0.08
12,-0.04,0.53,0.31
12,-0.09,0.3,0.46
12,-0.17,-0.18,-0.52
12,0,0.08,0.12
12,-0.26,-0.68,-0.21
12,0.48,0.69,0.02
12,-0.47,0.3,0.39
12,-0.39,1,0
12,-0.52,1.65,0.31
12,-0.04,-0.35,-0.44
12,0,0.22,0.31
12,0.13,-0.4,0.07
12,-0.39,-0.1,0.77
12,0.44,0.3,-0.39
12,0,-0.28,0.18
12,0.13,-0.27,-0.21
12,0.35,-0.52,-0.24
12,-0.22,-0.07,-0.11
12,-0.52,-0.61,-0.08
12,-0.96,0.65,0
12,-0.4,-0.03,0.26
12,0.27,-0.43,-0.34
12,-0.4,0.23,0.46
12,-0.62,0.61,0.65
12,-0.31,-0.18,-0.28
12,0,0.21,-0.02
12,0.27,-1.7,0.29
12,-0.36,0.27,-0.16
12,-0.76,-0.05,1.18
12,1.22,-1.63,-0.05
12,-0.27,-0.03,0.71
12,0.27,1.06,0.64
12,-0.31,0.27,-0.6
12,0.72,-1.43,-0.68
12,0,-0.32,0.4
12,-0.09,0.31,0.1
12,0,0.12,0.61
12,-0.04,-0.34,0.33
12,-0.09,0.79,-0.08
12,-0.22,0.11,0.16
12,0.09,-0.17,-0.39
12,-0.04,0.12,1.11
12,-0.36,0.03,0.22
12,-0.4,-0.28,-0.14
12,0.14,-1.95,-0.31
12,-0.22,0.48,0.31
12,-0.32,-0.4,-0.16
12,-0.23,1.17,0.06
12,-0.18,1.25,-0.05
12,-0.92,0.44,-0.33
12,0.28,0.43,0.71
12,-0.23,-0.79,0.66
12,0.09,1.36,0.45
12,0.28,0.68,0.65
12,0.18,-0.4,0.05
12,0.41,-0.64,0.2
12,0.05,-0.51,0.09
12,-0.69,0.18,0.58
12,-0.18,0.23,0.7
12,-0.05,0.79,0.29
12,0.6,-0.24,-0.47
12,0.18,0.08,0.68
12,-0.41,0.08,-0.3
12,0.37,-1.02,0.51
12,0.05,1.35,1.14
12,-0.09,0.16,-0.04
12,-0.92,0.78,0.03
12,0.46,0.4,0.16
12,0.18,0.68,0.96
12,0.74,-1.25,-1.12
12,-0.5,0.07,-0.46
12,0.37,0.03,0.25
12,0.73,-1.93,-0.55
12,0.82,-1.06,-2.47
12,0.22,-1.42,-6.04
12,-0.4,-2.53,3.21
12,0.09,0.84,0.14
12,0.41,-2.65,-2.57
12,-0.63,1.12,1.2
12,0,0.77,0.48
12,-0.68,1.3,0.76
12,-0.91,0.52,2.88
12,0.55,-1.16,-0.63
12,0.27,0.52,-0.57
12,0.77,-0.66,-0.79
12,-0.54,1.57,1.27
12,-0.45,0.17,0.99
12,-0.14,-0.31,0.89
12,1.05,-1.14,-1.25
12,-0.23,-1.4,-2.38
12,0.18,-1.31,-0.14
12,-0.59,2.01,1.78
12,-0.59,0.13,-1.21
12,0.05,1.02,1.33
12,-0.05,1.15,0.56
12,-0.41,0.89,2.1
12,0.23,0.46,-0.5
12,-0.27,-0.08,-0.71
12,0.09,0.35,-0.4
12,0.09,-0.18,-0.14
12,0.5,-0.72,-0.28
12,-0.27,0.48,-0.74
12,0.27,0.02,-0.11
12,0,0.38,-0.08
12,0.78,-3.33,-3.57
12,-0.05,0.87,-0.19
12,-0.86,0.42,1.97
12,0,-1.23,-2.11
12,-0.37,0.82,-0.19
12,-0.14,0.25,1.26
12,-0.69,-0.23,-0.27
12,-0.23,-0.2,-2.04
12,0.46,-1.54,0.88
12,0.14,1.39,1.93
12,0.83,-0.49,-0.69
12,-0.18,0.7,-0.45
12,0,0.09,1.13
12,-0.05,-0.31,-0.59
12,0.27,-0.02,0.21
12,0.05,0.66,0.75
12,0.37,0.08,0.11
12,-0.59,-0.14,1.06
12,0.18,1.11,0.53
12,-0.64,0.56,0.02
12,0.51,-0.66,-0.66
12,0.14,-0.06,-0.6
12,0.68,-0.56,-0.13
12,0.41,-0.64,-1.54
12,0.05,1.26,0.42
12,-0.32,0.91,1.07
12,-0.77,0.65,0.24
12,0.73,-0.71,-0.9
12,0,-0.34,-0.89
12,0.05,-0.8,-0.03
12,0.05,-0.46,1.5
12,0.32,-0.33,0.14
12,-0.63,0.68,1.12
12,-0.36,0.62,0.5
12,-0.14,-0.2,0.92
12,0.55,-0.91,-0.65
12,0.36,0.32,-0.47
12,0.27,-0.36,0.41
12,-0.23,0.32,0.03
12,0.63,0.16,0.25
12,-0.45,0.68,-0.2
12,0,-0.31,0.17
12,-0.18,0.16,0.26
12,-0.32,0.42,-0.15
12,0.23,-0.92,-0.51
12,0.36,-2.13,-0.59
12,-0.27,0.4,0.78
12,-0.18,0.61,-0.31
12,-0.32,0.53,1.01
12,-0.05,0.22,0.2
12,-0.18,0.87,1.19
12,0.59,-0.97,-0.46
12,0,0.87,0.54
12,0.18,-0.13,0.23
12,0.54,-1.83,-0.46
12,1.26,-0.5,0.37
12,0.75,-1.19,-0.46
12,0.35,-1.29,-0.88
12,-0.35,0.71,0.91
12,0.62,-0.85,0.15
12,-0.35,0.76,-0.64
12,0.83,-0.05,-0.46
12,-0.13,-0.12,-0.72
12,0.22,-0.36,-0.19
12,0.57,-0.89,-0.45
12,-0.69,0.22,0.64
12,0.39,-2.23,-0.73
12,-0.04,0.14,0.83
12,-0.35,-0.29,-0.46
12,0.35,-0.24,-0.02
12,-0.26,0.72,0.98
12,-0.35,0.75,1.1
12,0.44,0.13,0.59
12,0.3,-0.57,-0.53
12,0.56,0.3,0.37
12,-0.3,0.99,0.79
12,0.56,-0.3,-0.05
12,-0.43,-0.12,-0.39
12,0.69,-0.23,0.68
12,0.04,-0.27,0.02
12,0.13,0.49,-0.39
12,-0.17,-0.8,-0.08
12,0.3,0.3,0.66
12,-0.77,-0.19,-0.05
12,-0.56,0.68,0.69
12,-0.17,0.3,0.28
12,0.26,-0.23,-1.38
12,-0.17,0.13,0.09
12,0.22,0.35,0.5
12,0.39,-1.79,-0.57
12,0.26,0.78,0.89
12,-0.34,-0.15,0.45
12,0,0.68,0.42
12,-0.39,0.02,0.16
12,-0.22,-0.05,0
12,1.04,-1.09,-0.53
12,0.47,-1.33,-0.45
12,-0.51,0.45,0.21
12,0.22,-0.98,-0.21
12,-0.39,0.03,0.54
12,-0.22,0.09,0.31
12,-0.39,1.09,0.19
12,0,0.36,-0.27
12,0.26,0.41,0.36
12,-0.22,0.39,0
12,-0.43,0.51,0.75
12,-0.39,0.07,0.54
12,-0.04,0.29,0.1
12,-0.04,0.05,0.35
12,0.39,0.4,-0.35
12,-0.22,-0.58,0.06
12,0.44,0.44,0.2
12,0.56,-1.29,-0.6
12,0.22,-0.15,-0.39
12,-0.09,-0.56,-0.03
12,0.52,0.22,0
12,-0.34,-0.32,0.18
12,0.34,-0.1,0.23
12,-0.52,0.14,-0.19
12,-0.52,1.59,0.73
12,0.87,-0.79,-0.26
12,-0.34,0.44,-0.34
12,-0.17,0.08,0.58
12,0,0.94,0.03
12,-0.39,0.4,0.87
12,-0.26,0.76,-0.99
12,-0.22,-0.63,0.16
12,0.13,-0.02,0.7
12,0.61,-1.21,-0.35
12,0.91,-1.55,-0.36
12,0.04,-0.15,-0.04
12,0.34,-0.5,-0.64
12,0.13,-0.65,-0.31
12,0.81,-4.13,-4.31
12,-1.23,0.97,0.6
12,0.47,-0.55,-0.91
12,-0.55,-0.27,0.14
12,-0.21,1.3,2.24
12,0.73,-0.89,-0.66
12,-0.21,0.39,-0.57
12,-0.21,0.2,-0.35
12,0.69,-2.32,-1.76
12,-0.38,-0.51,0.44
12,0.51,-1.6,-2.27
12,0.34,-1.59,-0.05
12,-0.04,-0.81,-0.41
12,-0.25,0.69,-0.22
12,0.21,0.46,1.42
12,-0.13,-0.42,0.55
12,-1.44,3.79,1.86
12,0.13,-1.1,-1.52
12,0,0.7,0.78
12,-0.04,-0.52,0.76
12,-0.56,0.85,1.81
12,1.04,-0.61,-0.23
12,0.51,0.26,-0.47
12,-0.09,-0.75,-1.85
12,0,-0.26,-0.48
12,-0.3,1,-0.75
12,-0.17,-0.07,0.64
12,0.09,0.35,0.22
12,-0.21,-0.99,-1.51
12,0.43,-0.48,-1.45
12,-0.13,-0.11,0.14
12,0.13,-0.63,-0.61
12,-0.17,1.35,0.26
12,0.09,0.78,0.72
12,-0.26,0.61,1.03
12,-0.64,0.18,1.53
12,0.26,-0.93,0.31
12,-0.99,1.75,2.37
12,-0.43,-1.12,-1.25
12,0.74,-0.6,-2.4
12,0.65,-1.49,-1.41
12,-0.13,0.34,0.7
12,0.65,-0.93,-2.45
12,0.26,-0.24,0.58
12,-0.21,1.3,0.97
12,-0.34,0.52,0.16
12,0.64,-1.59,-1.43
12,0.09,0.28,-0.53
12,-0.21,-0.36,-2.22
12,-0.51,0.66,-0.13
12,0.47,-0.88,-1.01
12,-0.38,-0.09,-1.81
12,0.21,0.04,-2.19
12,0.04,-1.3,-3.55
12,-0.39,1.24,5.04
12,-0.26,0.42,1.23
12,0.17,-1.17,-0.24
12,0.77,-0.97,-0.8
12,-0.3,0.77,0.1
12,-0.51,1.43,2.87
12,0.43,-0.66,0.65
12,-0.13,2.06,1.05
12,-0.3,-0.04,-0.46
12,-0.26,0.61,0.88
12,0.65,-0.87,-0.77
12,-0.21,2.01,1.04
12,-0.04,0.44,0.54
12,0.09,0.22,-0.29
12,0.04,0.76,1.45
12,0.52,0.05,0.87
12,0.21,-0.5,-0.57
12,-0.17,0.58,-0.54
12,0.13,0.83,-0.02
12,-0.68,1.82,0.52
12,-0.26,-0.05,0.14
12,-0.17,0.47,-0.56
12,0.04,1.22,0.06
12,-0.22,-0.1,1.64
12,0.52,-0.1,0.71
12,0.43,0,0.8
12,-0.04,-1.41,-1.28
12,0.13,0.17,0.57
12,-0.13,0.54,0.69
12,-0.13,0.5,1.23
12,0.26,0.97,0.03
12,0.26,-1.32,-0.86
12,-0.13,0.73,1.63
12,0.17,-0.46,-0.05
12,-0.34,1.16,0.09
12,0.09,0,0.47
12,0.04,0.05,-0.62
12,-0.3,0.21,0.9
12,-0.34,-0.38,-0.52
12,0.04,0.33,0.12
12,0.6,-1.69,-0.11
12,0.04,-0.49,1.1
12,0.04,-0.7,-0.77
12,0.26,-0.28,-0.33
12,0,-0.3,-0.7
12,0.64,-1.36,-0.94
12,-0.08,0.07,0.33
12,-0.47,1.02,1.36
12,0.3,-0.73,0.11
12,0.3,0.27,0.84
12,0.17,1.16,0.06
12,-0.42,0.09,0.56
12,-0.13,-0.11,0.18
12,-0.04,0.12,-0.03
12,-0.25,0.69,-0.37
12,0.26,0.23,1.07
12,0.38,-1.93,-2.17
12,-0.04,0.07,0.53
12,0.08,-0.02,0.74
12,0.21,-0.55,-1.01
12,-0.13,0.59,0.83
12,-0.21,1.33,1.04
12,0.34,0.39,0.45
12,-0.17,1.47,0.5
12,0.17,0.1,-0.25
12,0,0.19,0.46
12,0.63,-0.24,0.16
12,-0.08,0.17,0.1
12,-0.29,0.51,-0.25
12,0.08,-0.22,0.26
12,0,0.24,0
12,-0.59,0.41,0.57
12,0.34,0.39,0.12
12,-0.04,-0.07,0.01
12,0.17,-1.59,-0.74
12,0,0.02,0.68
12,0.46,0.02,-0.32
12,0,0.17,0.32
12,0.63,-1.08,0.74
12,0.92,-0.16,-0.03
12,0.12,-0.59,-0.33
12,-0.16,2.01,0.7
12,0.83,-0.63,-0.12
12,-0.2,0.44,-0.43
12,0.33,-0.89,-0.16
12,-0.2,-0.79,0.25
12,0.2,-0.46,-1.3
12,0.82,-2.93,-0.65
12,-0.2,0.18,-0.09
12,0.85,-1.17,-0.41
12,0.24,-0.19,-1.35
12,0.04,0.47,1.04
12,0.2,-1.41,-0.06
12,0.28,-0.66,0.73
12,-0.08,0.26,0.04
12,-0.04,0.49,-0.49
12,0.04,0.23,0.27
12,-0.36,-0.13,-0.7
12,-0.08,-0.73,-0.43
12,-0.36,0.08,0.13
12,0.24,0.15,0.07
12,0.64,-1.36,-1.68
12,-0.4,0.92,-0.09
12,0.16,-0.17,-0.67
12,-0.76,1.65,-0.95
12,0.04,-0.19,0.37
12,-0.28,0.11,2.1
12,0.24,0.04,1.5
12,0.32,1.46,1.21
12,-0.36,0.57,0.35
12,0.16,-0.35,-0.62
12,0,-0.83,-0.04
12,0.08,-0.02,0.58
12,0.24,0.06,0.09
12,-0.08,0.5,-0.28
12,-0.76,1.25,1.13
12,-1.18,0.35,0.68
12,0.08,-0.27,0.23
12,-0.57,0.16,0.24
12,0.04,-0.15,-0.5
12,0.04,0.11,-0.78
12,0.16,1.22,0.23
12,-0.25,-0.25,0.12
12,0.21,0.02,1.57
12,0.78,-0.56,-0.26
12,0.45,-1.28,0.23
12,-0.2,0.84,0.91
12,0.16,-0.15,0.06
12,0.9,-2.09,-0.72
12,0,-0.2,-0.44
12,0.08,0.37,0.24
12,-0.68,1.22,0.8
12,0.49,0.22,0.33
12,0.04,-0.05,0.23
12,-0.16,0.44,0.1
12,0.24,-0.89,-0.41
12,-0.12,-0.22,-0.96
12,-0.36,1.4,0.91
12,0.36,-0.04,-0.89
12,0.04,0.49,0.41
12,-0.12,-0.96,0.45
12,0.32,-0.18,0.62
12,0.32,-0.22,-0.35
12,-0.12,-1.34,0.25
12,-0.2,0.26,0.11
12,0.2,-1,-0.27
12,0.32,-0.11,-1.27
12,0.8,-1.13,-0.97
12,1.47,-2.16,-1.63
12,0.08,-1.4,-2.11
12,-0.04,-0.61,1.06
12,-0.43,0.44,0.96
12,0.08,0.69,1.06
12,0.51,0.16,-0.1
12,0.35,-1.02,-1.69
12,-0.62,0.71,1.95
12,-0.12,-0.33,-2.22
12,0,0.63,1.56
12,-0.24,0.98,0.55
12,-0.59,0.19,-0.71
12,0.47,-0.79,0.56
12,0.39,-0.1,0.35
12,0.59,-1.46,-3.13
12,-0.55,0.32,1.11
12,0.27,0.97,-0.04
12,0.2,-0.55,0.27
12,-0.39,1.65,1.31
12,-0.24,0.17,-0.25
12,0.43,-0.39,-0.15
12,-0.47,1.49,0.7
12,-0.63,0.88,1.06
12,-0.32,0.45,0.56
12,-0.36,0.81,0.36
12,0,0.43,-0.38
12,-0.12,0.74,0.24
12,-0.56,0.31,0.39
12,0.52,-0.04,0.03
12,0.08,0.55,0.17
12,0.28,0.66,-0.06
12,-0.44,0.55,0.28
12,0.36,0.13,-0.24
12,0.24,0.6,0.09
12,0.08,-1.44,-1.15
12,0.2,0.18,0.33
12,0.12,-1.05,0.11
12,-0.28,0.85,-0.24
12,0.2,0.24,0.53
12,0.4,-2.13,-1.72
12,-0.59,-0.41,-1.09
12,0.04,0.17,1.01
12,-0.28,1.47,0.28
12,0.24,-0.72,-1
12,-0.59,0.7,0.98
12,-0.44,1.03,0.95
12,0.08,0.13,0.14
12,0.2,0.56,0.5
12,0,-0.32,-0.24
12,-0.4,-1,0.26
12,-0.84,0.57,0.01
12,-0.16,1.33,0.43
12,0.16,-0.61,-0.58
12,0.04,0.27,0.56
12,0.04,0.09,0.01
12,-0.2,0.38,0.62
12,-0.61,-0.22,0.39
12,0.45,-0.76,-0.18
12,-0.36,0.38,0.48
12,0.2,0.76,-0.13
12,-0.57,1.44,0.87
12,-0.12,0.67,0.37
12,-0.08,0.05,-0.32
12,0.25,-0.12,-0.06
12,-0.24,-0.33,0.15
12,0.9,-0.78,0.1
12,-0.49,0.89,0.39
12,0.57,-0.81,-0.22
12,0.2,0.8,0.32
12,-0.32,1.41,0.43
12,-0.16,-0.1,0.41
12,0.28,-0.43,0.1
12,0.16,-1.29,-0.26
12,0.73,-1.47,-0.34
12,0.12,0.49,0.14
12,-0.28,1.11,0.41
12,0,0.02,0.46
12,0.04,0.11,0.38
12,0.2,-0.44,-0.05
12,0.24,-1.72,-0.01
12,0.16,0.32,0.35
12,0.28,-0.5,-1.11
12,0.64,-0.67,-0.78
12,-0.36,-0.24,0.51
12,0,1.17,0.48
12,-0.04,0.45,0.5
12,0.16,0.5,-0.08
12,0.2,0.39,-0.12
12,-0.75,1.82,0.42
12,-1.24,1.56,1.04
12,0.2,-0.03,0.03
12,-0.73,1.38,0.51
12,0.24,-0.02,-0.31
12,-0.16,0.1,0.21
12,-0.37,0.22,0.31
12,0.29,-0.02,0.54
12,-0.04,-0.64,0.05
12,-0.16,0.41,0.09
12,-0.04,1.46,0.58
12,-0.37,-0.35,-0.18
12,0.2,-1.06,-0.08
12,0.61,-0.02,-0.28
12,0.41,-0.76,-0.29
12,-0.36,1.01,0.77
12,0.49,-0.64,-0.59
12,-1.01,1.67,1.18
12,0.16,0.82,0.57
12,-0.45,1.03,-0.32
12,-0.04,0.48,0.46
12,0.16,-0.59,-0.23
12,0.29,1.02,0.52
12,-0.04,0.23,0.61
12,-0.16,0.75,0.21
12,0.82,-1.11,-0.4
12,-0.32,1.32,0.66
12,0.49,-1.31,-0.64
12,0.69,-3.04,-1.62
12,-0.08,0.34,0.81
12,0.64,-1.88,-0.97
12,0.6,-1.06,1.07
12,0.28,0.1,-1.39
12,-0.63,1.71,0.82
12,0.36,0.49,0.74
12,-0.99,2.98,1.84
12,0.72,-0.84,-0.24
12,0.08,-0.53,-0.51
12,-0.64,0.97,0.99
12,0,0.83,0.09
12,0.2,-0.25,-0.05
12,0.12,0.61,0.43
12,0,-0.08,0.28
12,0.56,-1.58,-0.58
12,-0.04,0.18,0.25
12,0.79,-0.51,0.25
12,0.9,-1.43,-1
12,0.9,-3.77,-1.76
12,-0.81,1.11,-1.05
12,0.58,-1.46,-3.57
12,0.04,-1.04,-2.36
12,-0.23,-3.22,-5.37
12,-1.71,0.96,2.1
12,0.12,0.46,2.86
12,-0.63,2.27,-0.48
12,-0.52,0.89,1.94
12,0.96,-2,-3.46
12,1.03,-4.21,-5.89
12,-0.98,0.56,0.77
12,0.08,-2.98,-1.67
12,1.03,-3.36,-5.88
12,0.7,-2.58,-4.2
12,0.89,-3.63,0.78
12,1.35,-2.24,-1.18
12,0.15,-5.5,-4.64
12,3.33,-7.33,-1.45
12,-3.41,7.68,2.56
12,2.09,-5.87,-8.62
12,-1.67,9.29,5.33
12,-1.59,5.73,4.36
12,0.61,-1.94,0.42
12,-1.83,2.41,6.28
12,1.17,-0.59,-2.34
12,-0.46,1.77,3.3
12,1,-4.69,-5.35
12,-0.04,3.07,0.21
12,0.08,-0.25,-0.16
12,-0.31,3.98,4.01
12,-0.46,1.57,3.66
12,0,-1.46,-1.83
12,-0.31,1.59,4.21
12,-0.85,0.84,1.97
12,0.86,-1.71,-1.69
12,-0.19,1.74,1.66
12,0.97,0,-0.23
12,-0.69,3.04,2.82
12,0.19,-1.2,-0.27
12,0.77,-1.11,-1.89
12,0.11,0.87,-1.58
12,-0.08,0.98,1.34
12,0.5,-1.49,-1.09
12,-0.8,1.99,3.01
12,-0.08,0.61,0.42
12,-0.46,0.66,0.92
12,0.77,-3.04,-3.15
12,-0.54,1.86,2.72
12,0.23,-0.24,-0.63
12,-0.38,0.86,1.99
12,0.04,-0.72,0.72
12,0.39,-0.71,-1.14
12,-0.08,1.15,-1.36
12,0.19,-1.06,-2.18
12,0.38,0.24,1.7
12,0.11,0.65,1.28
12,-0.72,2.58,2.43
12,0.54,0.23,-0.87
13,0.92,0.02,0.43
13,0.19,0.21,0.06
13,-0.43,-0.7,-0.11
13,-0.82,0.43,-0.21
13,1.12,0.92,0.17
13,0.67,0.22,0.62
13,0.72,-0.08,0.75
13,-0.19,-0.08,-0.25
13,-0.57,0.26,0.26
13,1.67,0.55,0.36
13,0.94,0.06,0.59
13,0.14,-0.12,0.11
13,0.6,0.5,0.38
13,-0.6,-0.08,-0.19
13,-0.42,-0.26,-0.71
13,-0.05,-0.18,0.84
13,0.19,0.16,-0.42
13,0.28,0.52,-0.23
13,1.07,0.44,1.07
13,0.55,-0.42,0.08
13,-0.78,-1.42,-0.52
13,0.55,0.18,1.11
13,-0.73,-0.83,-0.68
13,-0.14,0.51,-0.42
13,0.46,0.06,0.8
13,0,-0.2,-0.79
13,0.6,0.08,-0.33
13,0.14,0.79,0.13
13,-0.96,2.04,1.7
13,0.88,-0.08,0.1
13,-0.18,-0.34,-0.62
13,1.1,0.14,1.14
13,0.23,-0.34,0.04
13,0.05,0.78,0.76
13,-0.63,-0.38,-0.98
13,-0.64,-0.12,0.14
13,-0.09,0.3,-0.18
13,0.23,0,-0.02
13,0.73,-1.03,-0.23
13,0.05,-0.33,-0.39
13,0.05,-0.76,-0.41
13,-0.23,0.31,0.6
13,-1.13,-0.51,-0.7
13,-0.78,-0.17,0.04
13,-0.79,0.39,0.25
13,0.37,-0.1,0.7
13,0.46,-0.23,-0.51
13,-0.6,-0.79,-0.68
13,-0.7,0.15,-0.1
13,0.47,0.06,0.88
13,-0.79,-0.56,-1.07
13,-0.8,-0.27,-0.25
13,0.14,0,0.54
13,0.52,0.27,0.02
13,-0.71,-0.71,-0.27
13,0.85,1.41,1.88
13,0.19,-0.19,0.16
13,0.09,0.52,0.37
13,-1.08,-0.23,0.39
13,0.05,0.81,0.02
13,-0.09,0.06,-0.32
13,0.52,0.19,0.06
13,0.28,0.16,0.49
13,1.74,1.33,0.26
13,0.51,1.01,-0.06
13,0.05,-0.04,0.14
13,-0.6,-0.4,-0.04
13,-0.69,-2.07,-1.07
13,0.05,-0.33,-0.49
13,-0.14,-0.04,-0.35
13,0.37,-0.76,-0.27
13,-0.28,0.17,0.7
13,1.02,1.39,0.53
13,0.32,0,-0.12
13,0.28,0.57,-0.02
13,0.23,0.06,0.37
13,-2.56,-3.21,-4.27
13,-0.05,0.27,0.83
13,0.85,0.25,-0.36
13,0.84,1.19,1.23
13,0.88,0.72,1.36
13,0.59,0.82,1.3
13,-0.14,0.35,0.57
13,-0.77,-0.12,-0.38
13,-0.83,-2.01,-0.81
13,0.83,1.14,0.9
13,-0.37,-0.51,-0.37
13,1.24,1.48,2.02
13,-0.32,0,-0.02
13,0.18,0.67,0.52
13,0.64,0.18,0.26
13,0.45,0.5,0.28
13,-0.23,0.18,0.2
13,0.09,-0.14,-0.04
13,-0.32,-0.18,0.04
13,0.45,0.1,0.53
13,0.05,-0.06,-0.51
13,-0.32,0.06,0.41
13,0.18,0.88,-0.04
13,0.41,-0.06,0.14
13,0.76,-0.22,-0.12
13,0.18,-0.08,-0.1
13,1.07,0.82,0.57
13,0,-0.77,-0.49
13,-0.66,-1.27,-0.77
13,0.22,0.22,0.36
13,0.31,1.09,0.22
13,0.18,0.76,0.53
13,0.31,0.77,-0.1
13,1.01,-0.33,0.12
13,-0.43,0.12,-0.04
13,-0.31,0.35,0.2
13,0.83,-0.06,0.23
13,-1.3,-0.08,-0.1
13,-0.04,0.73,-0.04
13,-0.84,0.23,0
13,-0.75,-0.58,-0.06
13,0.81,0.53,0.08
13,-0.49,-0.47,0.2
13,0.49,0.18,-0.39
13,0.22,-0.39,-0.12
13,-0.93,0.02,-0.43
13,0.49,0.41,0.71
13,0.4,-0.37,-0.14
13,-0.75,-0.25,-0.06
13,0.4,0.2,-0.33
13,1.07,1.27,0.61
13,0.13,0.37,-0.23
13,1.23,-0.19,0.43
13,-0.3,-0.02,-0.1
13,-0.3,-1.18,-0.29
13,-1.31,-2.52,-3.15
13,-0.71,0.36,1.88
13,0.22,1.04,0.02
13,-0.22,0.16,-0.16
13,-0.13,0.67,0.12
13,1.65,0.88,0.63
13,0.04,-0.08,0.55
13,-0.53,-0.33,-0.61
13,0.93,0.68,-0.08
13,0.22,-0.29,-0.1
13,-0.22,0.7,0.73
13,-0.17,-1.08,-1.35
13,-0.61,0.58,0.64
13,-0.53,-0.06,-0.28
13,0.09,0.7,0.4
13,-0.31,-0.31,-0.18
13,0.67,0.15,0.24
13,-1.06,-1.39,0.06
13,-0.31,-0.08,-0.85
13,-1.07,-0.88,-0.79
13,0.23,0.51,0.32
13,-0.45,0.16,-0.42
13,0.63,0.69,0.72
13,0.67,0.12,0.1
13,-0.36,0.1,0.38
13,-0.72,-0.49,-0.42
13,0.23,0.76,0.28
13,-0.18,-0.16,0.3
13,0.05,-1.22,-0.53
13,-0.81,0.45,-0.24
13,-0.27,0.06,-0.28
13,0.23,-0.2,0.4
13,0.32,0.04,-0.16
13,-0.91,-1.31,-1.48
13,0.96,0.34,-0.3
13,-0.36,-0.36,-0.22
13,0.05,0.97,0.96
13,0.68,0.22,1.11
13,-1.22,-2.06,-3.85
13,-0.05,1.98,5.89
13,-1.33,-1,0.14
13,-0.6,-0.79,0.18
13,0,-0.36,-0.62
13,0.09,0.36,0.9
13,-0.61,-0.06,-0.12
13,-0.56,-0.04,0.27
13,-0.28,-0.2,0.19
13,0.85,1.14,0.5
13,-0.19,0.38,0.31
13,-0.19,-0.51,-0.15
13,0.24,0.04,0.19
13,0.52,0.3,0.17
13,0.09,0.04,-0.42
13,0.05,0.49,0.27
13,0.14,0.08,-0.23
13,-0.51,-0.71,-0.66
13,-0.14,-0.12,-0.02
13,0.52,1.21,0.85
13,0.23,0.27,0.42
13,0.79,1.7,1.13
13,-0.79,0.06,0.51
13,-0.05,-0.13,0.47
13,0.14,0.19,-0.28
13,-0.23,0.1,0.64
13,-0.84,-0.04,-0.32
13,-0.47,0.25,0.21
13,-0.14,0.08,0.09
13,-0.57,0.23,0
13,0,-0.13,0.22
13,-0.62,-0.06,-0.52
13,-0.14,-0.13,-0.02
13,0.1,0.19,0.58
13,-0.48,0.15,-0.26
13,-0.19,0.32,-0.07
13,0.05,0.06,-0.49
13,0,0.34,-0.56
13,0.43,0.8,0.26
13,-0.29,0.11,0.43
13,1.59,-0.39,0.56
13,-0.57,0.43,0.04
13,-1.19,0.24,0.49
13,0.96,-0.13,-0.61
13,0.05,1.8,0.02
13,1.05,0.26,0.07
13,0.71,-0.26,0.11
13,-0.56,-0.55,0.09
13,0.61,0.39,-0.11
13,0.7,-0.06,0.07
13,-0.93,0.06,-0.02
13,0.61,-0.15,-0.04
13,0.37,-0.09,-0.3
13,0,0.02,0.11
13,0,0.37,0.65
13,0.65,0.81,1
